	location	date	total_cases_per_million	new_cases_per_million	new_deaths_per_million	reproduction_rate	total_tests_per_thousand	new_tests_per_thousand	total_vaccinations_per_hundred	people_vaccinated_per_hundred	people_fully_vaccinated_per_hundred	population	life_expectancy
96513	United States	2021-05-09	98828.098	64.734	0.752	0.82	1302.299	1.458	77.66	45.48	34.16	331002647.0	78.86
96514	United States	2021-05-10	98939.269	111.171	1.248	0.81	1304.875	2.576	78.22	45.69	34.54	331002647.0	78.86
96515	United States	2021-05-11	99040.966	101.697	2.076	0.81	1308.884	4.008	78.68	45.88	34.86	331002647.0	78.86
96516	United States	2021-05-12	99149.201	108.235	2.32	0.8	1312.921	4.037	79.14	46.04	35.18	331002647.0	78.86
96517	United States	2021-05-13	99264.233	115.032	2.314	0.81	1316.513	3.592	79.71	46.23	35.58	331002647.0	78.86
96518	United States	2021-05-14	99391.906	127.673	1.982	0.81	1319.776	3.263	80.26	46.42	35.96	331002647.0	78.86
96519	United States	2021-05-15	99479.087	87.181	1.505	0.81	1322.147	2.371	80.98	46.71	36.41	331002647.0	78.86
96520	United States	2021-05-16	99530.068	50.981	0.837	0.8	1323.513	1.366	81.61	46.98	36.78	331002647.0	78.86
96521	United States	2021-05-17	99616.536	86.468	1.202	0.79	1325.91	2.397	82.05	47.19	37.03	331002647.0	78.86
96522	United States	2021-05-18	99700.49	83.954	2.329	0.78	1329.565	3.655	82.39	47.35	37.21	331002647.0	78.86
96523	United States	2021-05-19	99789.012	88.522	2.042	0.77	1333.113	3.547	82.91	47.59	37.51	331002647.0	78.86
96524	United States	2021-05-20	99880.268	91.256	2.045	0.76	1336.144	3.032	83.54	47.89	37.86	331002647.0	78.86
96525	United States	2021-05-21	99964.696	84.428	1.858	0.76	1339.1	2.956	84.2	48.22	38.21	331002647.0	78.86
96526	United States	2021-05-22	100024.508	59.812	1.498	0.78	1341.232	2.132	84.9	48.58	38.57	331002647.0	78.86
96527	United States	2021-05-23	100063.384	38.876	0.595	0.79	1342.459	1.227	85.43	48.83	38.87	331002647.0	78.86
96528	United States	2021-05-24	100141.374	77.99	1.347	0.79	1344.582	2.123	85.78	49.01	39.05	331002647.0	78.86
96529	United States	2021-05-25	100210.072	68.697	1.912	0.77	1347.808	3.225	86.05	49.15	39.19	331002647.0	78.86
96530	United States	2021-05-26	100282.506	72.434	2.958	0.76	1350.959	3.151	86.48	49.36	39.42	331002647.0	78.86
96531	United States	2021-05-27	100365.43	82.924	4.115	0.75	1353.745	2.786	86.93	49.55	39.7	331002647.0	78.86
96532	United States	2021-05-28	100431.469	66.039	1.695	0.72	1356.257	2.513	87.34	49.75	39.93	331002647.0	78.86
96533	United States	2021-05-29	100467.725	36.257	1.0	0.71	1357.989	1.732	87.82	49.98	40.19	331002647.0	78.86
96534	United States	2021-05-30	100488.07	20.344	0.408	0.71	1359.067	1.078	88.19	50.15	40.39	331002647.0	78.86
96536	United States	2021-06-01	100574.821	69.305	1.958	0.75	1362.135	2.12	88.63	50.38	40.63	331002647.0	78.86
96537	United States	2021-06-02	100625.929	51.108	1.686	0.76	1365.469	3.334	88.78	50.45	40.71	331002647.0	78.86
96538	United States	2021-06-03	100683.572	57.643	1.87	0.77	1368.438	2.969	89.02	50.56	40.86	331002647.0	78.86
96539	United States	2021-06-04	100734.478	50.906	1.604	0.78	1371.052	2.613	89.44	50.75	41.1	331002647.0	78.86
96540	United States	2021-06-05	100776.49	42.012	1.148	0.81	1372.901	1.85	89.78	50.91	41.3	331002647.0	78.86
96541	United States	2021-06-06	100792.789	16.299	0.517	0.83	1374.011	1.109	90.19	51.08	41.55	331002647.0	78.86
96542	United States	2021-06-07	100839.604	46.815	0.955	0.84	1375.942	1.932	90.55	51.22	41.79	331002647.0	78.86
96543	United States	2021-06-08	100878.918	39.314	1.027	0.84	1378.622	2.679	90.87	51.35	41.99	331002647.0	78.86
96544	United States	2021-06-09	100935.253	56.335	1.36	0.86	1381.254	2.633	91.12	51.45	42.15	331002647.0	78.86
96545	United States	2021-06-10	100979.195	43.942	1.296	0.86	1383.632	2.378	91.4	51.56	42.33	331002647.0	78.86
96546	United States	2021-06-11	101053.814	74.619	1.964	0.87	1385.951	2.319	91.65	51.66	42.49	331002647.0	78.86
96547	United States	2021-06-12	101078.672	24.858	0.879	0.85	1387.64	1.689	92.13	51.85	42.79	331002647.0	78.86
96548	United States	2021-06-13	101093.104	14.432	0.338	0.85	1388.688	1.049	92.49	51.98	43.03	331002647.0	78.86
96549	United States	2021-06-14	101131.563	38.459	0.529	0.84	1390.489	1.8	92.88	52.1	43.33	331002647.0	78.86
96550	United States	2021-06-15	101165.717	34.154	0.952	0.83	1392.983	2.495	93.26	52.23	43.59	331002647.0	78.86
96551	United States	2021-06-16	101203.254	37.537	1.13	0.83	1395.343	2.36	93.56	52.34	43.79	331002647.0	78.86
96552	United States	2021-06-17	101234.653	31.399	0.855	0.85	1397.494	2.15	94.18	52.59	44.18	331002647.0	78.86
96553	United States	2021-06-18	101296.861	62.208	1.801	0.87	1399.554	2.06	94.5	52.71	44.39	331002647.0	78.86
96554	United States	2021-06-19	101322.601	25.74	0.52	0.9	1401.036	1.481	94.82	52.85	44.59	331002647.0	78.86
96555	United States	2021-06-20	101334.359	11.758	0.266	0.92	1402.026	0.99	95.07	52.95	44.75	331002647.0	78.86
96556	United States	2021-06-21	101371.621	37.263	0.813	0.94	1403.714	1.688	95.26	53.03	44.86	331002647.0	78.86
96557	United States	2021-06-22	101404.672	33.051	0.976	0.94	1406.033	2.32	95.45	53.11	44.98	331002647.0	78.86
96558	United States	2021-06-23	101442.243	37.571	1.136	0.96	1408.299	2.266	95.64	53.21	45.09	331002647.0	78.86
96559	United States	2021-06-24	101481.004	38.761	1.027	0.99	1410.328	2.029	95.89	53.32	45.23	331002647.0	78.86
96560	United States	2021-06-25	101552.65	71.646	1.501	1.01	1412.293	1.965	96.04	53.37	45.33	331002647.0	78.86
96561	United States	2021-06-26	101574.713	22.063	0.444	1.03	1413.739	1.447	96.32	53.48	45.5	331002647.0	78.86
96562	United States	2021-06-27	101586.556	11.843	0.224	1.05	1414.728	0.988	96.68	53.6	45.76	331002647.0	78.86
96563	United States	2021-06-28	101632.124	45.568	0.453	1.06	1416.332	1.604	97.0	53.71	45.98	331002647.0	78.86
96564	United States	2021-06-29	101666.414	34.29	0.949	1.05	1418.368	2.037	97.22	53.8	46.11	331002647.0	78.86
96565	United States	2021-06-30	101706.045	39.631	0.737	1.07	1420.33	1.961	97.63	54.02	46.31	331002647.0	78.86
96566	United States	2021-07-01	101749.739	43.695	0.918	1.1	1422.147	1.817	98.12	54.22	46.61	331002647.0	78.86
96567	United States	2021-07-02	101840.047	90.307	1.42	1.13	1423.766	1.619	98.32	54.31	46.72	331002647.0	78.86
96568	United States	2021-07-03	101854.364	14.317	0.242	1.12	1424.938	1.172	98.66	54.45	46.94	331002647.0	78.86
96569	United States	2021-07-04	101865.533	11.169	0.1	1.14	1425.548	0.61	98.85	54.54	47.04	331002647.0	78.86
96571	United States	2021-07-06	101955.417	73.184	1.009	1.29	1426.525	0.449	99.03	54.63	47.13	331002647.0	78.86
